"uuid","final_delta"
"03d5ac5c-84da-47b4-906a-13ab14c89efb","2"
"6c545843-7908-4bbc-a429-84f56035a7b2","1"
"5cecbc2c-7bac-4703-a4f1-9271ff5efa79","1"
"7f973c4e-8db4-46b9-ab2a-6db90ee895e8","1"
"15afa6f0-a613-4699-9bf1-318cfdef12f7","2"
"a8ee00f8-16d1-464c-a0e6-5991b01d13fe","0"
"ea70b413-0e19-4004-98de-2e087bcb41a5","0"
"685bad83-1bb5-467c-9387-f4069d608cd6","1"
"ec2d59d0-47e6-44ad-9ae4-d7e2bcd4fbfc","2"
"0f7d0234-5b66-4ddd-a573-ed6bf06d3351","1"
"6b043261-3464-4bb9-b97e-367c52992053","1"
"c4305f2f-5882-4348-b535-ada7c5091a26","1"
"b4824db1-6a4a-4bc9-ab9e-a7dfd6d2468d","2"
"ac519277-d798-42bb-bc40-5b9a1b340884","2"
"23bc703b-70f3-43ed-ae7f-d1266dd11846","1"
"cd6889ad-2450-481e-bb29-f589747f7031","1"
"18df4088-979c-4d92-b04d-4471d5325567","0"
"e5bfbe56-a92f-4165-8978-4608a5c4c058","1"
"66d83361-22d5-44a1-8337-8ceb8ddd7523","1"
"95fcc444-fc85-4c01-886e-18f79c6e94c8","2"
"6efe568e-7f1c-4f20-8aef-5f26de9fc3b9","1"
"6a8891a8-1163-4487-8cd3-7d02c824c850","1"
"36b691df-e637-4a8d-9f43-16e600cbbafd","1"
"da330280-cc1c-4bac-9a7c-34a5a84af87e","2"
"ab5267b8-fa6a-4ea0-8c02-317d56c98c25","2"
"b787be43-203f-439b-8230-18086e41e900","2"
"151fa4ec-0d40-419b-bcdf-5cf99267fb13","1"
"0c2f3cf9-3de3-4b4a-9582-a9500117462f","2"
"b108a6dd-8ecb-4709-bb5b-92f817262565","2"
"e8d0ec36-f871-4d25-89f9-aba512b95d26","1"
"df5ab087-0baf-42db-ba9b-e23c88dfc229","2"
"e432a24d-eea5-429e-ae46-cc76e5111939","1"
"1d656f7d-3d88-428b-bbca-fa72cdd70253","1"
"ce300537-58dc-4848-9bc2-bf6e3528bcd4","1"
"7f2e7fe3-fe9b-4a44-95d6-8d087e92690b","2"
"646634df-8f6a-4349-937d-e117bb68990d","2"
"8727975c-73a6-4793-a5fa-4985113f5ff9","1"
"51f05e02-4949-46ef-89b9-b4db1deb2959","1"
"b812f76a-ac8d-4e71-8f61-a6cd6cba723c","2"
"74da5354-7d13-47ae-aa9d-6b08b9958c86","1"
"1161aa26-efb2-4317-a676-88113bca198d","1"
"1bf1d30d-99e5-40c4-a6d4-010dd88aa7c4","1"
"08e0a0f9-7539-46ed-a3eb-e9e7e26e92f3","1"
"51c03b08-cfc6-46e1-a839-a793401f2d15","2"
"2ef55157-f783-4240-a3d3-5ad6871b0888","2"
"bf9d944d-4a5a-4af5-bed3-372172190ef9","2"
"fa8e6055-5474-4802-bc29-34409a7763dc","2"
"4e090f55-00a2-46f6-8205-16ee81d924bc","1"
"d235d9c6-901b-43cd-a4f0-8f897253a8cb","2"
"c0e2dbab-41eb-4522-94c8-eed0791e0ba7","2"
"2679983c-391b-4a1e-a052-6d932d13a21c","2"
"b28603a2-993b-4bd9-81cc-fc2dc98750d6","1"
"0301b332-afb7-4606-9528-2e1b835515d3","1"
"99dc8b71-4a35-4c93-a19d-115cdeb92e78","2"
"06976a28-b318-4fea-ad90-88f881837cfc","2"
"69e94c9a-ef0b-453f-8cf3-a1c39cf80b62","1"
"a391aeb9-0852-4bc4-835a-4ecbbc18cb4a","1"
"331a4a5f-71ba-46ed-8fb1-14df5d3ddd3b","2"
"06c4fbeb-3aa1-4122-90a8-190eb6f6e1e3","1"
"7ef4bb85-d4b2-4043-8842-c816717040f4","1"
"0c833994-f107-4c90-bac8-455f1b772585","1"
"085bb441-603a-420e-9b20-0fef40662e2b","2"
"d4440d2f-f16c-4c5c-bcf7-a6a4dcc909bc","2"
"60716a28-a24b-446b-8833-9d8996020b8b","2"
"773e9089-ec11-4718-a157-ed970f2bae55","1"
"48f28c0e-1f60-4b44-a119-6b5634419b4f","1"
"9f636674-59ba-4394-a3f4-545ab872527f","1"
"30255c9d-cd64-47fc-b63a-22f97f687731","1"
"92584e82-0283-4374-8b08-c4b74a3c1fb5","1"
"019b79c5-ddce-4d3c-89ca-0c10a32e8c77","0"
"d02d47bd-2fd3-40c7-96c3-b83b416d38e8","2"
"1b6124f5-b24a-49f2-b42c-3be3ee426ea0","1"
"af3ddb27-5487-4b34-a20d-c2a7a497e648","1"
"3ceea562-85ef-40b7-a494-33385d50c84b","0"
"9ebaef5d-5e57-49d6-b297-cd36a42e9219","1"
"055dd2a1-ebaf-48fa-93ff-f79c93676426","2"
"55739ea9-3770-4cd4-873e-a2d363f95d57","1"
"601251ee-2e7e-431b-9691-6be4db919c7a","1"
"4484489f-fe68-4d25-bd31-9724a3909024","1"
"5b4272a3-4a7d-4241-b301-0e89424f49b4","2"
"375b9b12-71ad-4a28-bec7-5bc11b9293b6","1"
"d55b1a39-7225-4a5a-aeaf-d2b6c5d82582","2"
"6af599b2-85c8-4e26-ad21-31f90e6dc70b","1"
"486184db-bc66-4c8f-96aa-8b4ea3d0734e","2"
"9692efaf-fc9d-49bb-b443-0d26f772bb92","2"
"dbb93860-450e-464a-b071-8406216b9b18","1"
"3cfeaf05-31dd-4ed9-9c1c-9f0a330770c9","3"
"9f125b9a-a180-4e9d-8695-9b37b7005b45","2"
"a1ec6ac1-76ca-4cbd-8ff4-4a8b2abdf06f","2"
"23632603-f9aa-4ea2-87ab-693a1d9fc2f5","0"
"fa30c06d-9f68-4023-a915-2f99a0fee7d0","2"
"665115e7-5850-4c04-a5ae-d9e81aba8326","2"
"1f2d399d-83d5-489b-934f-ff32156c66eb","1"
"6d6a5a36-c912-46f4-8364-54a8b865bdd0","1"
"5a639aeb-9d3c-4aa0-b5d8-a9583375eae9","1"
"e33d82a2-f2c6-4a8f-bd84-763e148293f0","1"
"85d1e522-5561-4bf2-98be-16c4088a91eb","2"
"40da2ad4-cfbb-48cd-834e-d5dfc2bff1cc","2"
"1dbcdfb7-9e0a-4238-b023-93ad72093140","2"
"58812f6a-45ac-455b-aa24-3f7ce0f121c5","3"
"b0845f74-859a-4dde-8c2e-ebc48370ac87","1"
"04ed8ae0-afeb-4048-abe4-383d971866f2","2"
"20a9db65-ef45-4147-877d-2b7ea2500d92","2"
"f165ebfa-709d-4843-9383-b21d943c1861","0"
"6636ba9d-1953-4a19-b3c3-d824d7c4e588","1"
"152a06f8-1df3-4451-b409-0239f574b826","2"
"d327e6f9-8c92-4cd6-868b-9914ffa404de","1"
"cecd81bf-8921-4652-ab2b-383f0c171556","1"
"5b626abc-e941-4099-99dc-746604d971c0","1"
"2e3bc2ec-01e7-47df-b1c5-74703976f635","3"
"bf979b3a-9927-476c-afd7-e7a503cf6f54","2"
"34dd600e-ee73-4035-93df-21efee0e0639","2"
"2cfaa74c-aa2b-4d30-88e8-c48e05630ed8","1"
"337231f2-5f0b-456e-940f-0497cc0f6352","1"
"030db27a-b213-47ec-825a-5e669130de6a","1"
"876792fd-6910-4a77-95fa-8162982eb1b5","2"
"52d54918-19e7-42bd-961a-0e84a63df797","2"
"f888eaec-8ffb-4029-b46f-a4202dc7babe","2"
"f6e11bce-ed5c-4044-96ea-9506da4cced5","2"
"e00be49c-576d-43f4-8766-10d0d6da2002","2"
"0ede3213-cad3-4b6a-924d-070c5d59d443","2"
"cf652011-d2e0-4b30-a057-2d4f0e1f3ddc","1"
"3c3ff74a-528f-409b-bec4-eea614274b3f","2"
"e9542047-f0c6-445b-a936-0dbc8bcc2048","2"
"93c01301-50e5-493b-b447-6c6922808be7","0"
"e62f7c83-1092-402f-bca9-b7222afec79f","2"
"76df1b4e-2ce0-473d-b8c3-24affa8c1832","1"
"4af14bca-f638-41f0-a8c2-b1973ee9b3c7","1"
"7e4748fb-e737-4f8d-8594-216cfb53c56b","2"
"41b1a44d-9a56-4ad4-914f-f6580d933cbd","1"
"0e795cab-a8f1-4876-aeaa-6370bc4ea053","3"
"e94bcec3-0e5d-4a82-8da9-7cad7d1b3489","1"
"5463fe36-cbf2-4c3b-ba1b-d3ffcf2321ba","1"
"1f466233-2d74-427f-8c26-bfdd5a01aa16","0"
"03c06a4f-dc8f-4d48-a036-201c7f87c158","1"
"34474645-6cd1-4621-a788-ad90fdc672da","1"
"76c1b6ac-400c-49ab-b355-c26e44b8ba36","2"
"79ee569a-ca35-4e89-84ac-26a799be6f7a","3"
"cfc2d9f0-6489-4dc8-8a60-f238d5b142a0","2"
"c76ec2d0-8250-4e7a-bb18-1cbac9f24f06","1"
"27857880-80af-4d7f-b399-fb0e6db482df","1"
"9e79fe9c-b950-4d97-a5d8-d65067fdeca7","1"
"7f89496d-13f3-4d22-92d6-830791b1e8d6","1"
"c2e65ef0-60f7-4905-a69f-7850e8e6f34f","2"
"97b58034-d77f-45fd-8f3a-e6db44746bb0","2"
"dc0bf528-57f0-44f4-8a8a-9be4dd24a8fd","2"
"4740a9e4-3084-4011-9aeb-f4f2f2256f8c","2"
"b8be9865-e424-4aea-9ffd-99c04f6139db","2"
"9853ed7a-8d9b-4284-bf9d-07e4a089f8be","1"
"94bc9229-f4df-4ee7-8d02-e75d92aa18e0","1"
"15536245-67cc-4253-9274-172b72cdda7e","3"
"c5a32a35-bbc8-4e98-af9d-c6167f028129","0"
"2a9a398b-a67a-4482-85be-9aca03513bc2","1"
"42202961-3eba-46df-9507-768ef45c35d8","1"
"d74be6f6-6217-49da-820a-2c92ea65e3d3","1"
"51d9c2c4-1f32-47fd-8188-492373539449","1"
"8465537d-472a-425d-a14f-9e7c87647ba2","1"
"55bcf570-ce07-47d5-a3b8-1e36c02c9623","1"
"74cbead9-b3d2-4698-8f0f-50a63bbf5343","1"
"056979d9-8cbc-480c-ae8d-75a1f774b2de","1"
"dfccccc6-63f8-4c9d-81be-0867d73430d3","2"
"b432c89c-ab53-41aa-b66c-e3db0fab23a6","1"
"9870a1b5-db0c-41f6-a113-21ebb79a51ae","2"
"e3ee2e64-22a9-4812-ba1f-f52cf89ec6a8","2"
"505f0bb5-495b-4814-8f19-a58f47b9be5f","1"
"af4b7093-20c2-45a6-950d-64e8756cfdab","3"
"3b599f1b-c387-407b-aa86-9dc9eda66ad2","1"
"fc05e3f4-1606-467a-9ab6-c652df9ecc62","1"
"8bf81b01-75bd-4d1e-a275-6fe8598a98d0","2"
"d6f3d96a-5fdf-4c18-a58b-ecae73e36415","2"
"2bc63adb-1e6e-4365-89d9-406602731466","2"
"4adff7f6-1c9f-46e8-b1a2-c3198451323f","2"
"2d55bf3b-1b4c-4c56-b293-72dd47f5a25d","1"
"6d05578b-a936-4206-b32e-c75b4df5f062","2"
"67696294-7b55-457d-8781-1bedafb63117","1"
"eded8dbc-e74e-4371-abcc-4aaaa52094a3","1"
"2fb5eba6-5015-4015-8f54-926fb9aceeb6","1"
"43f463c8-8b19-4efc-84c1-7daad49633ff","0"
"1aef8187-7b71-48f0-8ee1-18a6573fab3b","2"
"790d31d7-a703-4e70-b3f0-e1907ee0d302","0"
"957d1119-5df0-4d14-be32-006ba104c528","2"
"a43e666d-279a-4f73-bf01-7de1fae65f2b","1"
"a6f8c6c1-4dba-4c80-b257-e6cb75eae08d","1"
"d988ee84-bc23-4d98-9bfd-996ae6b58c15","3"
"e00ff7e5-25d6-401b-86e4-754d3270ec77","1"
"049b8e4a-a86f-427a-b6f7-d1478e959aba","2"
"5b405871-6dd8-4885-bf32-d11b5451a98a","1"
"d7937c52-75be-4027-9d12-8825382cd67c","2"
"6f4b5629-5be0-49f9-8694-bc73c86f2032","1"
"bad57e90-3f16-484e-aa72-b5073530922a","1"
"00bad75a-6e71-4ce2-bcf5-39b7e3087701","1"
"70ef2af8-aa72-4366-8d24-ce138625b8db","1"
"7531750d-8f49-4e19-8aec-a16fa13f7216","1"
"a49eead2-d52a-427c-be7a-17689e44cc7a","1"
"977ebc9b-e20c-4eaa-bc93-897c1318eae8","2"
"e8b2c928-8087-46b3-acfc-8646cff3af09","0"
"d3ceec00-c767-455c-bc1f-bc084e13905c","2"
"f24f51b9-a311-48a9-ade9-d2a0f700da3b","1"
"8e9a6a7c-2636-48cd-92cc-c30cb4b287cf","2"
"8c345efc-1516-497d-b53e-582198aa6d94","3"
"8882d401-0a3b-4f85-b2fa-928c415ace67","1"
"e83f0030-3b05-4e58-9661-1ed2f54a7b1e","2"
"0e881bbc-f4a4-429b-b397-680ce74f4be3","2"
"07c5cc83-0ee7-413e-99a0-1cf66a89b9b2","0"
"eac09424-b679-44ce-baf5-7fb3d37a03aa","1"
"bf1efa15-b1bd-4382-9fe7-35eda57d5eab","1"
"74b3f006-3760-40eb-b395-8359a4202af9","1"
"13017828-1605-426b-ba6d-12b5cac39e08","1"
"4515b650-9147-4eb9-8e18-738cc550528e","1"
"4a58ea65-85bf-4c02-bcc7-5d167d68ed77","2"
"5746954f-7de8-47e1-8cb5-5cfafbe60df8","2"
"a6c31282-1819-45ce-8941-00421f0befb1","1"
"1be30e57-8b08-4bb2-ad6a-9588b86663dc","2"
"b40eb83a-c6d5-4284-a117-a7889d0c6cd6","0"
"9835ae41-5afc-48c7-b28e-5f2f36ac960c","1"
"4ca1442e-78c3-4f18-aba0-950b7c2ef1ab","3"
"98efb369-b1ba-4745-8e15-756b0d25eeff","1"
"84506a14-954b-4d9d-a84b-0529781881b0","2"
"ddf3d2c5-ef49-4530-b247-eab085d6ec19","1"
"6ead30b6-68f3-46c3-8a7f-4ebcf0ba16af","1"
"5f4a4178-323b-46cc-af6d-8ffd07cb2c53","3"
"2ae10011-a2b4-435c-9f01-9c0df7a8f764","2"
"27482922-1788-458c-bc47-92c32e0474cd","1"
"0c683d82-3d59-4dc8-8a9d-368993fef921","2"
"0de919c8-22e3-48d1-a5b5-81a875029f13","1"
"690fe9b5-89a7-469f-9e3d-b49546ac8c85","1"
"8703c982-f927-4b6d-a81e-57b5809b2772","1"
"1ed81c4b-0bc9-4417-a50f-1b8fb1e7f6e3","2"
"9f72898c-a2e4-4386-93bf-d616c2e8724f","2"
"bbfc5f2e-4344-4632-8db4-74e045945947","1"
"4ffccb10-066b-4ad9-8d8f-2596bc2988b5","1"
"631fbdca-1675-4960-957c-e99551940c96","1"
"b15809a5-885e-4ef2-a5d3-645cfad5f645","2"
"ee531433-3407-404b-8ec1-58b3eecc58a9","2"
"165e71d6-26bc-45bf-a3b3-ff51dd6c8dd0","1"
"bd8be38f-231f-44eb-9d6c-665b4d6a2d3e","1"
"9ec69301-dd52-4f4c-ba81-e48330b5a203","1"
"a87b0e3d-d38a-4470-8d45-36846d60602e","1"
"308be4a8-c48c-4685-bc06-2df53e132574","2"
"07b881f7-a2fb-417f-820b-af44b2196930","2"
"88f4f431-b9e7-4214-83ad-3b191733d6b6","1"
"d9c2b4a3-d07d-41f9-96b1-4faadb344596","2"
"915cfd0e-6a8c-4471-a0c6-e115c8d21d63","2"
"49a527ad-e2c1-4849-8aaa-7ba82be33ac2","1"
"45fa126f-2654-4957-bb6e-996769b04d0f","2"
"1e0ee2ef-e1e2-4500-92a8-70f4d59b403d","1"
"83860ea4-363c-4126-a79f-e0ca1e31af87","2"
"c182b03a-9960-4f24-bc70-3113e2b19ee6","1"
"613adac4-5eef-4d1a-b292-e92b30133b8e","2"
"edaad0f0-5ca8-4ae1-998c-9aa55437602b","2"
"917c3a3a-f24c-49ec-b14a-dffa778a6cc4","1"
"ef572069-12d2-4c1f-8984-b05d0b9351f1","0"
"38f632fa-0d57-4b62-a5a1-729709e67405","1"
"79898cb6-4079-46f1-97da-9895f77aaed4","2"
"9d385a7f-41b0-4aea-afbc-edf581d20922","1"
"a8e0b76e-5c04-47e0-b60e-dc7eda3bceb3","1"
"6168e14e-2290-4b92-908b-681d5a74ac4a","2"
"03c1f7f3-f97f-45d4-be04-e0d4920c7dfd","2"
"078ed9fe-5ba2-4d09-8da0-612dcbe63dfd","1"
"1bd2b377-7805-4815-8677-e55bb559440f","2"
"0b2a6d1e-3b6c-422f-be16-5bd6fbf25239","1"
"be21949d-9703-44d7-a0c4-53d4635791de","2"
"852ee180-758c-486f-9407-e8e80cf1f93a","1"
"45645199-beff-49a7-ac87-35f4dfe24ce5","1"
"95e682c7-ffd5-4744-b703-8aaaed434cef","2"
"7a1b6e2e-fbc2-44e3-bb26-d8145a5aabdf","2"
"f7e1edd6-a356-42ad-8ab2-d29904da44be","2"
"92e3ec61-d176-40ba-a03a-2c87d84ae056","1"
"5d885f98-83b2-4432-bc2f-78c27409df53","0"
"70a4abb1-8906-401f-8482-1dcad6e48888","2"
"86daeb62-366a-4d38-9d69-acf83b4d84cb","2"
"b072995c-2c1a-4e93-917f-de9a285efb2f","1"
"b19229f1-4439-46fe-bb50-bfe1dafe00ca","2"
"3377787b-2b71-46aa-a59a-b048dcb1609a","1"
"249f8f28-130c-4969-87ea-8d28f3902e1f","1"
"58527804-bec7-4f03-83b8-a4bdddcb3d97","2"
"ce98426a-7d56-40a3-b168-efb104943725","2"
"fba50b51-bd29-44fa-a336-607b814821ee","2"
"bc4c8c87-b9a5-4a2e-8afb-213d7c7ad25c","1"
"7b6404d9-fdbe-4e7e-aef1-00c61971efe7","1"
"2f8b833f-74e5-419e-a018-00fff19c19a4","1"
"e74900a9-7e47-4da2-bd81-9022c2bf3159","1"
"92837def-cbaf-4c67-9f74-778fb4c85a4e","1"
"befd7356-32b3-42ed-a02a-ce1ba5548e11","1"
"579dde67-0ab1-4eab-9f86-a0f1a01a58f6","1"
"6f2cf490-a46c-48e2-9b99-c9a2974fa3ac","1"
"a8ef34df-2075-412e-934f-5292c8ca12ae","2"
"378517dd-43df-4113-8251-c3e3ea5f48ae","1"
"cb2b00de-a02a-4895-87a7-f52bb1987261","1"
"8d057eaf-34a1-4309-b1f7-1f019f7501a4","1"
"e36b0e67-df96-41bb-a93d-f7e2dd4fec93","1"
"b66b16db-dfc6-4dcf-8e4f-c367d38dbe59","0"
"6dcb7eeb-18d7-4c7a-bb83-fce63f26c105","2"
"5f75225e-947c-4ef0-9fd4-f8c0648947b5","2"
"059b3903-0709-4102-acfd-2adeaf8e1057","1"
"010135aa-3897-46d3-a011-b807d7d393fc","1"
"686922b1-a288-46b0-8e14-950a06a6ce66","1"
"2f765b78-bdfa-48e2-ab48-b3f887958e03","2"
"77ecf8d5-f1f4-4816-a95b-12782dbb8bc9","2"
"ef07c320-55ca-4099-b818-dfcaa358160b","2"
"67d0d9e3-a0de-49bd-a647-8f7c1421d174","1"
"685d4390-f10e-4fa6-9af1-f46ce70df4d1","0"
"52c5fe1c-c5e8-46f1-b0a1-9f2d865bda49","0"
"8a0bf205-dc13-4f6c-99c7-d4b8b20a1c2b","2"
"6c7bcadb-6984-4e6a-bed5-56c329aae2c7","2"
"8b998437-e08f-4074-b637-103dd8986e08","1"
"930bb380-29b3-4542-8c47-aaffed2d07df","3"
"9841e7dc-f6f8-4a99-b303-f09df15a85b8","0"
"dd177a07-ac5b-4c76-bce5-7e9485d1dd32","2"
"6aac4a3d-74bd-406e-a21d-7426a1baf87c","2"
"428ef101-057b-4506-a3ff-e6a51a637866","1"
"6d758fea-6238-47ff-bf29-fcd2f80d3996","1"
"874e2e82-3d41-4821-adca-2576ceb97aef","1"
"019bd9a0-25fc-4a24-bbcd-6ed3aab1d099","0"
"80384d69-728b-4c9d-9ce1-ba59e76b94c3","1"
"c80a8ccf-8cbf-41f3-b94e-9b0060dd9b57","1"
"7a0cfb55-912f-479b-a8fb-66b5e4727bae","1"
"89075a9b-75b7-47d2-9fb4-144a1b7bd903","1"
"259f7287-daaa-4071-b11d-5c19fea658d5","2"
"3474e72d-6f36-4cae-8718-0c7ca16e23d3","1"
"dac00246-20bf-4d03-87d2-4ffc6f4a692d","1"
"19a302be-69b0-4c86-81b1-35f5f7c8d667","0"
"0157cac9-9787-49de-895e-9cdb55de6b02","3"
"88f6daab-f81a-4d32-9a76-db1118b879ac","2"
"10a46078-42b6-4432-a2b0-bc8212288740","2"
"22abf827-db4c-47d7-8c98-f94f1939b4af","1"
"7950049c-efe0-48c5-a72e-0fab2c5c5017","2"
"1235425e-758d-4093-9106-a16e7d88d119","1"
"d3f215b5-b150-43d4-877d-9da89d5404b5","2"
"3957a396-fa8f-429a-a9f5-28c087ec788f","1"
"c25073f6-5fe1-4978-b4d9-6cb63c854b5f","1"
"39f143ed-6175-4bd7-9094-4674112d9855","1"
"07373c9f-769e-43e8-9494-7023232ec615","2"
"3ee9cc41-2ae9-45bd-b665-65ff3ad7a917","2"
"5363ea9e-8fd6-4018-a0a1-4c2b506b9ab2","2"
"1d4769e0-0be7-4e73-8873-798089b4ffba","1"
"a40a068b-46b5-4533-9a45-deb1de845a6a","1"
"27a5a469-d7ed-449d-a97c-859ab7b246d5","2"
"4e645ddc-7774-4fbc-8cba-bebe8b372137","1"
"d3407edf-cac2-4ec0-be25-84298ae8aafe","2"
"d0bca282-4282-4722-8e69-1cd1c6854876","1"
"c2f62dbf-64eb-4e06-8232-7b09515e8686","1"
"4292c252-0113-4879-93ae-0450ebea402d","1"
"3d959d23-baa3-4c69-998c-02b8ad6f356d","2"
"426f1b98-642d-4c2c-864d-6f6c99dc70ab","1"
"a2e0cf4f-0440-40a7-b3c0-28bcfb0027e4","2"
"b844c9ee-a91d-4dd5-b4c7-8e431f50b7e0","1"
"02932dbc-4641-442e-a875-7940413023e7","1"
"0e28bc26-c4ef-4c6c-a3f7-97b587c7612a","2"
"87aeeb2b-de3f-4075-8a52-eca801aa214f","2"
"3efdbbb7-23da-44f7-b18d-f5b09cd5fdc3","2"
"8c1c8c6c-3802-48fa-821d-e33076899a5d","1"
"38d3245a-d3ae-466a-a692-e5bdf6470993","2"
"c1545465-c5aa-482a-a23e-634a517a17f9","2"
"61ef9f82-dac1-48b0-a9f7-77259bebe086","2"
"dc0bae08-f2fe-45a3-b1d9-7a3c9a1ec430","1"
"77cb1bdf-4f61-4386-be79-d8ec34732237","1"
"f5fba97a-4cce-4403-bdfc-6bc20bb662cc","1"
"4077cc8d-567a-4f55-8e62-a299e82d3044","1"
"58ab44f3-655e-4c79-92da-4f77ec948e6c","1"
"1231a49d-bb0a-4c16-a92a-8825a34f4eb4","1"
"d78eb094-d596-4325-a5c7-d681564f579a","1"
"410da1ae-9b76-469e-a297-2477f4486ae5","1"
"96d00230-de42-4b0a-9eea-3d2e1d1d140d","2"
"f4696d2e-266b-4aba-bc3d-c3abd1cf347d","2"
"18ab0000-ff86-4912-8643-3522a35f136e","1"
"72abae65-6ac1-4033-92b9-1e07eedda248","2"
"afe5b0c4-acd7-4d5f-a941-b0137b4c6ef5","2"
"69495e08-e667-46c4-89fc-12854ddfea77","2"
"68a99900-0439-43ee-8a48-3defff76d31b","1"
"7be990d0-2651-4ef8-b98a-78df332dd5b8","1"
"bd53e2cb-af21-4857-861e-6abc07221ab8","2"
"9587af22-58f6-4737-93bd-8637fdeb7f9d","2"
"9187abf9-8b53-44aa-a8b8-2c699dbaf846","2"
"51321419-7a81-467a-b429-e21710914ba0","2"
"5b7942a9-cc08-4ea9-94c6-7cfa41ff1fb3","2"
"e3260927-99da-4c79-99f2-a95b7e549473","1"
"cbc8aaf0-65a0-47d1-bed7-db59aa513ecd","2"
"616cc3de-ddda-401b-bad8-f0d2fcdafaf9","2"
"434514b8-41a4-4c1e-93b0-9d5b44c51be0","1"
"82957163-4da0-4b14-9bd5-d0cbe8f2bfdf","1"
"12b809f6-d01b-4d2a-a958-691bfa4e5df4","1"
"89bde466-72c3-4373-801f-4a0366698d5b","1"
"12a2f5ac-2658-4a2b-8774-41b3a7886178","2"
"79900766-6a7d-4bce-a22a-b226cf047405","1"
"d65a8943-e061-4530-a577-a2e486f5ad8a","2"
"fda75cb8-e7b9-4001-a891-f5fccf2f8329","1"
"eeea4b6a-f6ea-416a-b1db-0ec1ebe6ad05","2"
"e147fbf2-3351-4edc-a781-e50af6c51e17","1"
"6860b51d-afed-4e77-ae1b-4f51d07887d3","2"
"71b80b0c-1a4a-48d6-be85-5f93a0513b8f","1"
"3f4110a0-fa83-485f-8652-d96ec6726a90","1"
"e09a1caa-7f44-4046-8d8e-32b2d525606a","1"
"6ba0b1b4-4997-427c-a6ba-118864640a08","0"
"76ce312c-b5a1-49c9-b1a7-4a1bca5e5c00","2"
"4a1f9e1d-f296-49c1-bc24-2e93541eac0d","2"
"a4f6fa6d-bb9a-4c2f-8d74-ed3c9ccf3ca5","2"
"74d126e8-8bbc-4302-a88b-5c0753adecbd","2"
"f8235ae1-45e5-4348-8693-ec46b9d2c303","2"
"2d64fa17-fb5e-4bee-8507-13dbf672a92f","1"
"094d305f-a333-4a2c-8283-f66a30897014","1"
"9b936092-299a-4cb8-a5b8-f914a3275b51","1"
"a6be5e8a-ab57-4c22-9b18-e10c99f8d40f","1"
"ad316bfe-1470-4696-9e3a-de5efb1680f8","2"
"2d205f5d-c009-4077-b56d-8f5f91339ced","1"
"b11a91e8-4038-4be6-ae14-dba021d229d9","1"
"5533c06b-b64f-487e-aaaf-89b05de29fc7","3"
"fadf8cad-1aa1-48f6-bf44-b3ce27ae1f81","2"
"74b83692-faf7-42d6-a1f4-7cc66edcb960","1"
"c5a183a0-dac4-4f0a-9702-a27db69999e1","1"
"2ac18b8a-799b-43f9-ac93-215491e673ea","1"
"bc3b24a6-18b1-459b-a7c8-04cb4ff3940a","0"
"11e5d901-30f8-4296-af23-c30dda4e4d5a","0"
"012298bf-138d-4b23-814f-919ffe7e57de","2"
"5c0083a2-703a-492e-ade6-fc7b3cc5f522","3"
"016755a4-c4c6-467d-b49a-f4c06aad175e","1"
"4698685f-f524-4ee5-ac4d-f8a6c4a44493","2"
"8865b9b0-19da-4794-b7c2-c2c59fd97318","0"
"0ecd40d6-4ca5-45b2-9de8-6d22b40a09a9","1"
"2e30bf61-1a4f-4020-9bf1-1d24d9d80e48","1"
"bc181f66-486c-431a-9de1-dfaaf454a83e","2"
"77b6a2ff-b270-4efb-8768-9b7ab45a3005","1"
"a6fc21ee-c0ec-46d7-b306-11e0c434b7a0","1"
"8ebee05c-c9b9-4c91-8925-0ba4f884e6e9","2"
"85754534-7f09-417c-8252-e3b604bc4ab0","1"
"9e5c8ee4-5e92-45a3-86ba-0723b8023ff8","2"
"e14a57d1-8a9e-4b17-98f1-da4d94a9ca39","1"
"bc9b8060-cc7e-46d6-a8ac-9100ece6f2ca","1"
"b4a5599e-8857-4084-b59f-c00f4b2b00f1","2"
"424aef5a-b35b-4e65-a631-4844d5589220","2"
"d1f5a386-9836-45f6-b27f-529631066979","2"
"ed53c77b-3cac-4dd1-9d24-f5badae293b2","2"
"316e8f79-0863-4bdf-83fb-97e6bfde25cf","0"
"eeb6170b-34fd-440c-9c39-6c40a778a69b","2"
"9c2f0185-27eb-49ba-900e-6e112a32a6ee","2"
"80d8a287-4b35-42fc-bfd2-d893843f980e","1"
"e8746e2e-89cc-4aea-b6de-0157d874302f","1"
"6fcda519-9cef-47de-9ff2-dbdc0471fd0d","2"
"7fa92a67-e05c-4934-b77c-097d4d2ddf3c","2"
"d5fce48c-46a3-4afc-893e-1d361b76d217","1"
"857bf4b8-1bb0-4b52-bac1-fdf2f36d6d0e","2"
"2a742f2d-073b-4cf6-afdd-c192a3844797","1"
"2538e0ff-85db-46a9-9619-216e864465bd","2"
"a85b70c3-c994-41d3-833e-82ca24a9cdb3","2"
"8f78f8c2-8a3e-4080-87bf-c41f88390699","1"
"17218dcc-11d2-4e57-8459-46d28afd9a48","2"
"0d70404e-55e0-466f-96d5-681a58e235c8","2"
"12713eed-3950-4873-820c-e16f4c76506e","1"
"d1c59310-f755-4ef0-bca2-9deacee7ae67","1"
